"Type","ID","Name","thgskuid","thghjlegacyerpproductnumber","thgproductsize","thgskutype","thghjlegacyerpproductdescription","thgskustatus","thgskuname","thgskudescription","thguom","itemgroup","productgroup","itemtype","thgprimarymakebuy","thgnetweight","thggrossweight","thgproducttaxcode","thgreturnsallowed","thgareaofstudy","thgdegreedependent","thgdegreetype","thghjproductcollection","thghjschoolyear","thghjyeardated","thglicensingrate","thglicensingreferenceid","thgpackagingchangeoffered","thgpackagingoption","thgprimaryproductmaterial","thgproductcontent","thgproductroyaltygroup","thgproductid","accessorytype","badgetype","basecolor","chainlength","chaintype","charmtype","closuretype","color1","color2","color3","comeswithchain","comeswithcharmpendanttag","cordtype","thgdimensions","earringtype","embelishmentdecorating","engraving","engravingfont","engravinglines","engravingmaxcharacters","engravingmincharacters","engravingoptions","engravingpriceperchar","engravingsurcharge","fabrictype","findings","greekletter","greekletterdependent","hasstone","metalandmetalquality","metalfinishingfutroncolor","metalfinishingfutronrequired","metalfinishingnumberoffutroncolors","metalfinishingplating","metalfinishingpolishing","metalfinishingspiritblastcolorfinish","multipiececonstruction","pinshape","primaryribboncolor","ringfingersize","ringstylesize","ringtype","pintype","pendanttype","necklacetype","bracelettype","medaltype","insigniatype","secondaryribboncolor","sides","sizecategory","stoletype","stonearrangement","stonebottomcut","stonecolor","stonecolorbirthstone","stonequality","stonequalitydiamond","stoneshape","stonesize","stonetopcut","stonetreatment","stonetype","trimcolor","weavingtype","thgaltimagetext1","thgaltimagetext10","thgaltimagetext2","thgaltimagetext3","thgaltimagetext4","thgaltimagetext5","thgaltimagetext6","thgaltimagetext7","thgaltimagetext8","thgaltimagetext9","thgimagefilename10","thgimagefilename2","thgimagefilename3","thgimagefilename4","thgimagefilename5","thgimagefilename6","thgimagefilename7","thgimagefilename8","thgimagefilename9","thgimagesourcealt10","thgimagesourcealt4","thgimagesourcealt5","thgimagesourcealt6","thgimagesourcealt7","thgimagesourcealt8","thgimagesourcealt9","thgimagesourcealt1","thgimagesourcealt2","thgimagesourcealt3","thgimagesourcemain","thgimagetitle1","thgimagetitle10","thgimagetitle2","thgimagetitle3","thgimagetitle4","thgimagetitle5","thgimagetitle6","thgimagetitle7","thgimagetitle8","thgimagetitle9","thgmainimagefilename","thgmainimagetext","thgmainimagetitle","thghjbusinessentity","thghtcs","thgproductionleadtimeindays","thgspecialtyitem","thgspecialtyitemfulfillment","thgupc","thgwarrantydetail","thg3dmodel","thgecommercetaxonomy","thgfeaturedproduct","thgnewproduct","thgproductconfigurationrequired","thgproductpersonalizationallowed","thgproductpersonalizationrequired","thgproductsellable","thgrestricteditem","thgweblongdescription","thgwebshortdescription","metalweightdwt","metal","metalquality","containsgold","thglicensed","thglicensedcollection","Column(152)","Column(153)","Column(154)","Column(155)","Column(156)","Column(157)","Column(158)","Column(159)","Column(160)","Column(161)","Column(162)","Column(163)","Column(164)","Column(165)","Column(166)","Column(167)","Product Taxonomy"
"sku","","","A000094039","J00650103    VER","","Finished Good","POLISHED ALPHA & PI/CHASED","20","POLISHED ALPHA & PI/CHASED","POLISHED ALPHA & PI/CHASED","Each","Insignia","Badges","Jewelry","Purchased","","","Insignia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","N","","","J00650103 VER","ASK JENNIFER","ALPHA OMICRON PI-PREPAID","412173","GREK","Vermeil","07/01/25","06/30/26","119","40.75","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Insignia>>Badges"
"sku","","","A000096838","J0200ALPH    GE","","Finished Good","PLAIN DOUBLE LETTER GUARD GE","20","PLAIN DOUBLE LETTER GUARD GE","PLAIN DOUBLE LETTER GUARD GE","Each","Insignia","Guards","Jewelry","Manufactured","","","Insignia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","Gold Electroplate","N","","","J0200ALPH GE","Guards","KAPPA DELTA SORORITY","411013","GREK","Gold Electroplate","07/01/25","06/30/26","","15.1","","15.1","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Insignia>>Guards"
"sku","","","A000103219","J04450206    GE","","Finished Good","LARGE TIE TAC W/1 EMER NICKEL","20","LARGE TIE TAC W/1 EMER NICKEL","LARGE TIE TAC W/1 EMER NICKEL","Each","Fashion Jewelry","Tie Tac","Jewelry","Purchased","","","Fashion Jewelry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","Gold Electroplate","","","","J04450206 GE","Tie Tac","NAT'L SPEECH & DEBATE ASSOC.","483517","GREK","Gold Electroplate","07/01/25","06/30/26","","8.45","","8.45","","N","N/A","","Product Taxonomy>>Jewelry>>Fashion Jewelry>>Tie Tac"
"sku","","","A000104494","J05830100    VER","","Finished Good","PLAIN BEVEL BORDER BADGE VER","20","PLAIN BEVEL BORDER BADGE VER","PLAIN BEVEL BORDER BADGE VER","Each","Insignia","Badges","Jewelry","Purchased","","","Insignia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7117.90.1000","","","","","","","","","","","","","","","","","","","","","","","J05830100 VER","Badges","PHI MU-CPC","107319","GREK","Vermeil","07/01/25","06/30/26","92","45.6","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Insignia>>Badges"
"sku","","","A000106211","J0600RHEP    10K","","Finished Good","CROWN PEARL DBL LETTER GD 10K","20","CROWN PEARL DBL LETTER GD 10K","CROWN PEARL DBL LETTER GD 10K","Each","Insignia","Guards","Jewelry","Manufactured","","","Insignia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","Yellow Gold","10K","Y","","","J0600RHEP 10K","Guards","CHI OMEGA FRATERNITY","412281","GREK","10K","07/01/25","06/30/26","","111.9","","111.9","","Y","Not Yet Determined","Not Yet Determined","Product Taxonomy>>Jewelry>>Insignia>>Guards"
"sku","","","A000110329","J07932022PIN SS","","Finished Good","125TH ANNIVERSARY PIN SS","20","125TH ANNIVERSARY PIN SS","125TH ANNIVERSARY PIN SS","Each","Pins","Greek","Jewelry","Manufactured","","","Pins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7113113000","","","","","","","","","","","","","","","","","","","Sterling Silver","N","","","J07932022PIN SS","Greek","SIGMA SIGMA SIGMA-PREPAID","453462","GREK","Sterling Silver","07/01/25","06/30/26","71","65.9","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Pins>>Greek"
"sku","","","A000112128","J08095641    MSH","","Finished Good","SIGMA THETA TAU STOLE","20","SIGMA THETA TAU STOLE","SIGMA THETA TAU STOLE","Each","Stoles","Stoles","Regalia","Purchased","","","Stoles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6217.10.9530","","","","","","","","","","","","","","","","","","","","N","","","J08095641 MSH","Stoles","SIGMA THETA TAU","133754","GREK","N/A - NOT METAL","08/15/25","08/14/26","","17.95","","17.95","","N","N/A","N/A","Product Taxonomy>>Regalia>>Stoles"
"sku","","","A000112154","J08095679    SS","","Finished Good","LAUREL LEAF PENDANT PLAIN SS","20","LAUREL LEAF PENDANT PLAIN SS","LAUREL LEAF PENDANT PLAIN SS","Each","Fashion Jewelry","Pendants","Jewelry","Manufactured","","","Fashion Jewelry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","Sterling Silver","N","","","J08095679 SS","Pendants","SIGMA THETA TAU","133754","GREK","Sterling Silver","08/15/25","08/14/26","","46.85","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Fashion Jewelry>>Pendants"
"sku","","","A000113343","J0915DAVISEARGE","","Finished Good","DAVIS STUD EARRINGS GE","20","DAVIS STUD EARRINGS GE","DAVIS STUD EARRINGS GE","Each","Fashion Jewelry","Earrings","Jewelry","Purchased","","","Fashion Jewelry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","Gold Electroplate","","","Kendra Scott","J0915DAVISEARGE","Earrings","GREEK DIVISION OF HERFF JONES","380373","GREK","Gold Electroplate","02/29/24","06/30/24","","45","","","","N","N/A","","Product Taxonomy>>Jewelry>>Fashion Jewelry>>Earrings"
"sku","","","A000116287","J7001995998  GE","","Finished Good","FOUNDATION MEDALLION GE","20","FOUNDATION MEDALLION GE","FOUNDATION MEDALLION GE","Each","Medals","Medals","Jewelry","Manufactured","","","Medals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8306.29.0000","","","","","","","","","","","","","","","","","","","Gold Electroplate","","","","J7001995998 GE","Medals","ALPHA CHI OMEGA FOUNDATION","133333","GREK","Gold Electroplate","07/01/25","06/30/26","","66.05","","","","N","N/A","","Product Taxonomy>>Jewelry>>Medals"
"sku","","","A000118337","J70113000    GE","","Finished Good","PIERCED BADGE CHARM GE","20","PIERCED BADGE CHARM GE","PIERCED BADGE CHARM GE","Each","Fashion Jewelry","Pendant","Jewelry","Manufactured","","","Fashion Jewelry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7117.19.9000","","","","","","","","","","","","","","","","","","","Gold Electroplate","N","","","J70113000 GE","Charm","ALPHA GAMMA DELTA-CPC-ALUM","033364","GREK","Gold Electroplate","07/01/25","06/30/26","61","43.8","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Fashion Jewelry>>Pendant"
"sku","","","A000118933","J7013DAVISPENGE","","Finished Good","DAVIS PENDANT NECKLACE GE","20","DAVIS PENDANT NECKLACE GE","DAVIS PENDANT NECKLACE GE","Each","Fashion Jewelry","Necklaces","Jewelry","Purchased","","","Fashion Jewelry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7113.19.2900","","","","","","","","","","","","","","","","","","","Gold Electroplate","","","Kendra Scott","J7013DAVISPENGE","Necklaces","CHI OMEGA AFFINITY-PPD","413306","GREK","Gold Electroplate","02/29/24","06/30/24","85","85","","","","0","","","Product Taxonomy>>Jewelry>>Fashion Jewelry>>Necklaces"
"sku","","","A000119038","J7014CORD    MSH","","Finished Good","NPC HONOR CORD","20","NPC HONOR CORD","NPC HONOR CORD","Each","Cords","Cords","Regalia","Purchased","","","Cords","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6307904020","","","","","","","","","","","","","","","","","","","","","","","J7014CORD MSH","Cords","NATIONAL PANHELLENIC CONF.-PRE","NAT100","GREK","N/A - NOT METAL","#N/A","#N/A","22","","","","","0","","","Product Taxonomy>>Regalia>>Cords"
"sku","","","A000119599","J70261530    GE","","Finished Good","KEY RING GE","20","KEY RING GE","KEY RING GE","Each","Gifts & Keepsakes","Key Rings","Jewelry","Purchased","","","Gifts & Keepsakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","","","","","","","Gold Electroplate","","","","J70261530 GE","Key Rings","FARMHOUSE FOUNDATION","FAR100","GREK","Gold Electroplate","07/01/25","06/30/26","","5.45","","","","0","","","Product Taxonomy>>Jewelry>>Gifts & Keepsakes>>Key Rings"
"sku","","","A000119944","J7031ORNAMENTGE","","Finished Good","PEO DAISY ORNAMENT","20","PEO DAISY ORNAMENT","PEO DAISY ORNAMENT","Each","Gifts & Keepsakes","Ornaments","Jewelry","Purchased","","","Gifts & Keepsakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7117.19.9000","","","","","","","","","","","","","","","","","","","Gold Electroplate","N","","","J7031ORNAMENTGE","Ornaments","P.E.O. - PREPAID","141397","GREK","Gold Electroplate","#N/A","#N/A","","","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Gifts & Keepsakes>>Ornaments"
"sku","","","A000122911","J7205KYLIE   GE","","Finished Good","KYLIE BRACELET GE","20","KYLIE BRACELET GE","KYLIE BRACELET GE","Each","Fashion Jewelry","Bracelets","Jewelry","Purchased","","","Fashion Jewelry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","Gold Electroplate","N","","","J7205KYLIE GE","Bracelets","DELTA GAMMA - PREPAID","345304","GREK","Gold Electroplate","01/25/24","06/30/24","45","45","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Fashion Jewelry>>Bracelets"
"sku","","","A000124800","JDNGL001A    10K","","Finished Good","PRESIDENT (LARGE) DANGLE 10K","20","PRESIDENT (LARGE) DANGLE 10K","PRESIDENT (LARGE) DANGLE 10K","Each","Insignia","Dangles","Jewelry","Manufactured","","","Insignia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","Yellow Gold","10K","Y","","","JDNGL001A 10K","Dangles","ALPHA XI DELTA-PREPAID","133595","GREK","10K","07/01/25","06/30/26","54","39.55","","","","Y","Not Yet Determined","Not Yet Determined","Product Taxonomy>>Jewelry>>Insignia>>Dangles"
"sku","","","A000124804","JDNGL001A    GE","","Finished Good","PRESIDENT (LARGE) DANGLE GG","20","PRESIDENT (LARGE) DANGLE GG","PRESIDENT (LARGE) DANGLE GG","Each","Insignia","Dangles","Jewelry","Purchased","","","Insignia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","Gold Electroplate","N","","","JDNGL001A GE","Dangles","ALPHA CHI OMEGA - PREPAID","133637","GREK","Gold Electroplate","07/01/25","06/30/26","16","8","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Insignia>>Dangles"
"sku","","","A000124806","JDNGL001A    SS","","Finished Good","PRESIDENT (LARGE) DANGLE SS","20","PRESIDENT (LARGE) DANGLE SS","PRESIDENT (LARGE) DANGLE SS","Each","Insignia","Dangles","Jewelry","Manufactured","","","Insignia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","Sterling Silver","N","","","JDNGL001A SS","Dangles","GAMMA PHI BETA CPC-ALUMNI","GAM200","GREK","Sterling Silver","07/01/25","06/30/26","28","12","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Insignia>>Dangles"
"sku","","","A000125324","JDNGL0189PK  GE","","Finished Good","SHOPPING BAG (MERCHANDISE","20","SHOPPING BAG (MERCHANDISE","SHOPPING BAG (MERCHANDISE","Each","Insignia","Dangles","Jewelry","Manufactured","","","Insignia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7117.90.1000","","","","","","","","","","","","","","","","","","","Gold Electroplate","","","","JDNGL0189PK GE","Greek","DELTA ZETA-PREPAID","345197","GREK","Gold Electroplate","07/01/25","06/30/26","16","8","","","","0","","","Product Taxonomy>>Jewelry>>Insignia>>Dangles"
"sku","","","A000126763","KP-SPP-CL-R-5SS","","Finished Good","SIGMA PI PHI  ROUND CUFFLINKS","20","SIGMA PI PHI  ROUND CUFFLINKS","SIGMA PI PHI  ROUND CUFFLINKS","Each","Fashion Jewelry","Cufflinks","Jewelry","Manufactured","","","Fashion Jewelry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7117.11.0000","","","","","","","","","","","","","","","","","","","Sterling Silver","","","","KP-SPP-CL-R-5SS","Cufflinks","LARRY SUAREZ/FOURTEEN KARAT P","222704","GREK","Sterling Silver","07/01/23","06/30/24","","43","","","","0","","","Product Taxonomy>>Jewelry>>Fashion Jewelry>>Cufflinks"
"sku","","","A000128032","L2647ALDEPI  10K","","Component","LARGE LETTER LAVALIERE 10K","20","LARGE LETTER LAVALIERE 10K","LARGE LETTER LAVALIERE 10K","Each","Fashion Jewelry","Necklaces","Jewelry","Purchased","","","Fashion Jewelry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L2647ALDEPI  10K","Component","ALPHA DELTA PI - PREPAID","103620","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Jewelry>>Fashion Jewelry>>Necklaces"
"sku","","","A000128036","L2647ALDEPI  SS","","Finished Good","LARGE LETTER LAVALIERE SS","20","LARGE LETTER LAVALIERE SS","LARGE LETTER LAVALIERE SS","Each","Fashion Jewelry","Necklaces","Jewelry","Manufactured","","","Fashion Jewelry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7113.19.2900","","","","","","","","","","","","","","","","","","","Sterling Silver","N","","","L2647ALDEPI SS","Necklaces","ALPHA DELTA PI - PREPAID","103620","GREK","Sterling Silver","08/01/22","06/30/23","56","28","","","","N","N/A","N/A","Product Taxonomy>>Jewelry>>Fashion Jewelry>>Necklaces"
"sku","","","A000128704","L2649CHOM00  10K","","Finished Good","LARGE LETTER LAVALIERE 10K W/","20","LARGE LETTER LAVALIERE 10K W/","LARGE LETTER LAVALIERE 10K W/","Each","Fashion Jewelry","Necklaces","Jewelry","Manufactured","","","Fashion Jewelry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7113.19.2900","","","","","","","","","","","","","","","","","","Yellow Gold","10K","Y","","","L2649CHOM00 10K","Necklaces","CHI OMEGA - PREPAID","412254","GREK","10K","08/01/22","06/30/23","175","99","","","","Y","Not Yet Determined","Not Yet Determined","Product Taxonomy>>Jewelry>>Fashion Jewelry>>Necklaces"
"sku","","","A000147565","R0397Q0010900STA","","Finished Good","TUNGSTEN RING SZ 9.0 STA","20","TUNGSTEN RING SZ 9.0 STA","TUNGSTEN RING SZ 9.0 STA","Each","Rings","Fashion Rings","Jewelry","Manufactured","","","Rings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9802.00.5060","","","","","","","","","","","","","","","","","","","","","","","R0397Q0010900STA","Fashion Rings","KAPPA SIGMA-PREPAID","453444","GREK","Stainless Steel","10/17/17","06/30/18","63.5","39","","","","0","","","Product Taxonomy>>Jewelry>>Rings>>Fashion Rings"
"sku","","","A000189689","SC-7485 MSCJH","","Finished Good","PORTER & CHESTER MD CUS LAMP","20","PORTER & CHESTER MD CUS LAMP","PORTER & CHESTER MD CUS LAMP","Each","Gifts & Keepsakes","Lamps","Jewelry","Purchased","","","Gifts & Keepsakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","SC-7485 MSCJH","Lamps","PORTER AND CHESTER INST.","061290","MRA","Non Metal","08/01/22","07/31/23","","17.05","","26","","N","N/A","","Product Taxonomy>>Jewelry>>Gifts & Keepsakes>>Lamps"
"sku","","","A000189699","SC-7931  MSC","","Finished Good","CAPPING LAMP W/GOLD LOGO","20","CAPPING LAMP W/GOLD LOGO","CAPPING LAMP W/GOLD LOGO","Each","Gifts & Keepsakes","Lamps","Jewelry","Purchased","","","Gifts & Keepsakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","SC-7931 MSC","Lamps","JACOB ROMANO","244407","MRA","Non Metal","#N/A","#N/A","","#N/A","","45","","N","N/A","","Product Taxonomy>>Jewelry>>Gifts & Keepsakes>>Lamps"
"sku","","","A000190115","SKNOB0GP","","Component","GOLD PLATED SAFETY KNOB","20","GOLD PLATED SAFETY KNOB","GOLD PLATED SAFETY KNOB","Each","Findings","Backs","Component","Purchased","","","Findings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SKNOB0GP","Backs","N/A","N/A","N/A-COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","COMPONENT","","COMPONENT","","","","","Product Taxonomy>>Component>>Findings>>Backs"
